,bike_id,age_scaled,model_type,no_of_riding_sessions,no_of_charging_sessions,charging_behavior,mileage_km_per_soc
1081,bike_5165,0.6904761904761905,Model_2,661,247,Decent,0.7495948376972587
1082,bike_2435,0.09523809523809523,Model_4,861,139,Decent,1.042530104280787
1083,bike_610,0.09523809523809523,Model_4,196,12,Good,0.6459087785714286
1084,bike_22134,0.09523809523809523,Model_4,1755,272,Decent,0.9356375878463984
1085,bike_13379,0.09523809523809523,Model_4,990,126,Good,0.8487576445629639
1086,bike_11296,0.09523809523809523,Model_3,806,45,Decent,0.8407586301401735
1087,bike_4587,0.09523809523809523,Model_4,385,84,Decent,0.8487959940535571
1088,bike_1741,0.09523809523809523,Model_4,369,95,Decent,0.8506372958765515
1089,bike_8178,0.09523809523809523,Model_4,670,69,Decent,1.027096800797878
1090,bike_2445,0.09523809523809523,Model_3,463,47,Decent,0.8648117144801072
1091,bike_27892,0.09523809523809523,Model_4,1133,87,Decent,0.8051927027860558
1092,bike_22602,0.6904761904761905,Model_2,274,45,Decent,0.9633883528205128
1093,bike_2312,0.09523809523809523,Model_4,466,59,Decent,0.9289508922413794
1094,bike_22092,0.09523809523809523,Model_4,1495,78,Good,0.9209167429334834
1095,bike_19016,0.09523809523809523,Model_4,475,52,Decent,0.9534349219222245
1096,bike_5027,0.09523809523809523,Model_4,461,44,Good,1.102276148952842
1097,bike_25802,0.09523809523809523,Model_4,1307,153,Bad,0.9029369924226532
1098,bike_14064,0.09523809523809523,Model_4,788,46,Decent,1.0097543514056226
1099,bike_3223,0.09523809523809523,Model_4,1367,64,Good,0.9469624442826272
1100,bike_27290,0.09523809523809523,Model_4,453,152,Decent,0.882059969210169
1101,bike_2222,0.09523809523809523,Model_4,1751,103,Good,0.893018957977936
1102,bike_1079,0.09523809523809523,Model_4,650,120,Good,0.9439631257887302
1103,bike_25441,0.09523809523809523,Model_3,1593,123,Decent,0.8115789911641653
1104,bike_20495,0.6904761904761905,Model_2,467,84,Decent,0.7955851875223213
1105,bike_16218,0.09523809523809523,Model_4,991,95,Good,0.7006550336331111
1106,bike_20889,0.09523809523809523,Model_3,292,16,Good,0.9432577150892454
1107,bike_1020,0.09523809523809523,Model_4,1326,108,Decent,1.2299084296202116
1108,bike_15840,0.09523809523809523,Model_4,773,31,Good,0.829880070635087
1109,bike_1424,0.09523809523809523,Model_4,516,45,Decent,0.7721312220977141
1110,bike_27854,0.09523809523809523,Model_3,277,21,Decent,0.859706951679367
1111,bike_2408,0.09523809523809523,Model_3,454,22,Decent,0.9113458830389416
1112,bike_9115,0.09523809523809523,Model_3,3151,196,Decent,0.8650643941036017
1113,bike_1478,0.09523809523809523,Model_4,879,132,Bad,0.9295212470388288
1114,bike_2095,0.09523809523809523,Model_4,683,105,Decent,0.7219717895457658
1115,bike_4967,0.09523809523809523,Model_4,1095,143,Bad,0.8320986598019575
1116,bike_8343,0.09523809523809523,Model_3,1019,110,Decent,0.8136969547015673
1117,bike_3945,0.09523809523809523,Model_4,1346,55,Decent,0.9218095631270594
1118,bike_2378,0.09523809523809523,Model_3,1354,96,Decent,1.1733676220823086
1119,bike_3444,0.8809523809523809,Model_1,248,21,Good,0.5900461213513514
1120,bike_7685,0.09523809523809523,Model_4,752,103,Decent,0.8410532444159647
1121,bike_7627,0.09523809523809523,Model_3,1262,140,Decent,0.7511868108424034
1122,bike_24578,0.09523809523809523,Model_4,729,174,Bad,0.7723842194369457
1123,bike_11600,0.09523809523809523,Model_4,196,25,Decent,0.7015223356164384
1124,bike_6696,0.09523809523809523,Model_3,1192,134,Decent,0.9824366912571412
1125,bike_26869,0.09523809523809523,Model_4,541,108,Decent,0.8786285622854527
1126,bike_25411,0.09523809523809523,Model_4,126,17,Good,0.6277098747054605
1127,bike_20311,0.09523809523809523,Model_4,791,53,Good,0.8802583196897675
1128,bike_25210,0.09523809523809523,Model_4,673,21,Good,0.9598008266591334
1129,bike_11544,0.09523809523809523,Model_3,615,95,Decent,0.8662662125855656
1130,bike_25703,0.09523809523809523,Model_4,1413,54,Decent,0.995794304275336
1131,bike_15240,0.09523809523809523,Model_4,998,132,Decent,0.8647212815052155
1132,bike_14201,0.09523809523809523,Model_3,1829,123,Bad,0.9031551673178958
1133,bike_7309,0.09523809523809523,Model_4,1431,68,Decent,0.8968171743026567
1134,bike_7997,0.09523809523809523,Model_4,1326,91,Decent,0.7777586164858078
1135,bike_24319,0.09523809523809523,Model_3,962,46,Good,0.9606780277798735
1136,bike_9121,0.09523809523809523,Model_3,1508,367,Bad,0.8352873641410279
1137,bike_4399,0.09523809523809523,Model_4,1461,108,Decent,0.7903375021072347
1138,bike_23671,0.09523809523809523,Model_4,2020,121,Decent,0.946696023952775
1139,bike_19240,0.09523809523809523,Model_4,1347,156,Decent,0.861806632513136
1140,bike_8236,0.09523809523809523,Model_3,802,113,Bad,0.8110141184584105
1141,bike_21677,0.09523809523809523,Model_4,516,74,Decent,0.859620296116298
1142,bike_12267,0.09523809523809523,Model_4,1258,84,Decent,0.9322696010664944
1143,bike_24745,0.6904761904761905,Model_2,1348,264,Bad,0.763204473563193
1144,bike_23343,0.09523809523809523,Model_3,1218,203,Decent,0.8611730975243298
1145,bike_25593,0.09523809523809523,Model_4,264,56,Decent,0.8385664998969569
1146,bike_21399,0.09523809523809523,Model_4,1382,312,Bad,0.9348567814509304
1147,bike_25722,0.09523809523809523,Model_4,1311,117,Decent,0.9976980108961048
1148,bike_6127,0.09523809523809523,Model_4,1124,147,Decent,0.9655364022346368
1149,bike_13043,0.09523809523809523,Model_4,1030,156,Decent,0.8337255044370535
1150,bike_22439,0.09523809523809523,Model_4,538,62,Decent,0.8922589241473641
1151,bike_8125,0.09523809523809523,Model_4,2460,353,Bad,0.8106009597597442
1152,bike_28216,0.09523809523809523,Model_4,741,149,Bad,0.9428601426259722
1153,bike_16112,0.09523809523809523,Model_4,1311,202,Decent,0.8904504121588617
1154,bike_26522,0.09523809523809523,Model_3,910,100,Decent,0.9680095561151104
1155,bike_13345,0.09523809523809523,Model_4,1103,214,Bad,0.9199923291196626
1156,bike_19442,0.09523809523809523,Model_4,1835,87,Decent,0.8476300213392151
1157,bike_11236,0.09523809523809523,Model_3,693,65,Decent,0.953040974928156
1158,bike_3210,0.09523809523809523,Model_3,1808,86,Bad,1.018740697228422
1159,bike_28193,0.09523809523809523,Model_4,2213,325,Bad,0.6588691884447804
1160,bike_27397,0.09523809523809523,Model_4,1033,124,Decent,0.9192654554110627
1161,bike_26683,0.09523809523809523,Model_4,801,52,Decent,0.8485983469415361
1162,bike_3826,0.09523809523809523,Model_4,1047,91,Decent,0.8686586293174223
1163,bike_17909,0.09523809523809523,Model_4,1058,90,Decent,0.802784921742073
1164,bike_19453,0.09523809523809523,Model_4,743,147,Bad,0.8893036865984267
1165,bike_6457,0.09523809523809523,Model_4,1048,181,Decent,0.8750820559980333
1166,bike_26751,0.09523809523809523,Model_4,1224,147,Decent,0.9339199152121576
1167,bike_12688,0.09523809523809523,Model_3,1623,175,Decent,0.827279129475646
1168,bike_19615,0.09523809523809523,Model_3,1052,110,Decent,0.6431606680965621
1169,bike_18615,0.09523809523809523,Model_4,1155,181,Decent,0.8428776208042044
1170,bike_5474,0.09523809523809523,Model_4,1087,170,Decent,0.8029370545519465
1171,bike_20807,0.09523809523809523,Model_4,1573,200,Decent,0.8801700939467859
1172,bike_24194,0.09523809523809523,Model_4,1638,114,Decent,0.8736776729906395
1173,bike_9908,0.09523809523809523,Model_4,268,35,Decent,0.7433719296625819
1174,bike_14481,0.6904761904761905,Model_2,954,230,Bad,0.7258995941599071
1175,bike_16348,0.09523809523809523,Model_4,1549,311,Bad,0.8750412899411556
1176,bike_15761,0.09523809523809523,Model_4,1821,181,Bad,0.859654225610959
1177,bike_10116,0.09523809523809523,Model_4,2256,116,Decent,0.9142349687414448
1178,bike_4613,0.09523809523809523,Model_4,2371,331,Bad,0.8363468102330242
1179,bike_12136,0.09523809523809523,Model_4,919,70,Good,0.9265128970161524
1180,bike_27579,0.09523809523809523,Model_4,617,111,Decent,0.7734074532038345
1181,bike_20152,0.09523809523809523,Model_4,982,83,Decent,0.7987539738500473
1182,bike_1195,0.09523809523809523,Model_3,1616,157,Bad,0.9865449631501496
1183,bike_11154,0.09523809523809523,Model_4,1929,44,Good,0.9729838840347894
1184,bike_10792,0.09523809523809523,Model_4,1906,316,Decent,0.8720304526511382
1185,bike_27836,0.09523809523809523,Model_3,715,117,Decent,1.0176112512939772
1186,bike_13575,0.09523809523809523,Model_3,190,23,Decent,0.7144173714443162
1187,bike_15274,0.09523809523809523,Model_4,1207,144,Bad,0.878814232132096
1188,bike_27510,0.09523809523809523,Model_4,917,61,Good,0.8294625839168213
1189,bike_21426,0.09523809523809523,Model_4,931,233,Decent,0.8555525529539428
1190,bike_3524,0.09523809523809523,Model_4,2036,219,Bad,0.755483679304982
1191,bike_2915,0.09523809523809523,Model_3,405,23,Decent,0.9067439629526046
1192,bike_8757,0.6666666666666666,Model_2,291,64,Decent,0.6580805482539683
1193,bike_21604,0.09523809523809523,Model_4,432,69,Decent,0.8000493476040849
1194,bike_25213,0.09523809523809523,Model_4,1316,195,Decent,0.9599564481821
1195,bike_27673,0.09523809523809523,Model_4,2187,273,Decent,0.937530891073289
1196,bike_1148,0.09523809523809523,Model_4,1446,184,Decent,0.8839401208376692
1197,bike_15808,0.09523809523809523,Model_4,108,13,Decent,0.9142469463551524
1198,bike_20835,0.6666666666666666,Model_2,272,28,Good,0.8820176703157895
1199,bike_13819,0.09523809523809523,Model_4,643,69,Good,0.930596275586454
1200,bike_17785,0.09523809523809523,Model_4,662,108,Decent,0.9455226990289048
1201,bike_21281,0.09523809523809523,Model_4,377,65,Decent,0.8982533506752639
1202,bike_11173,0.09523809523809523,Model_4,1107,46,Good,0.930237501001528
1203,bike_25882,0.09523809523809523,Model_4,197,60,Bad,0.832259559490085
1204,bike_12344,0.09523809523809523,Model_4,2353,184,Decent,0.8404816011792631
1205,bike_5376,0.09523809523809523,Model_4,1711,124,Decent,0.8043343121205907
1206,bike_21623,0.09523809523809523,Model_4,1472,246,Decent,0.8980455421491892
1207,bike_11601,0.09523809523809523,Model_3,1329,152,Decent,0.8928153967577567
1208,bike_2758,0.6666666666666666,Model_2,73,5,Decent,0.8720401516470588
1209,bike_7087,0.6666666666666666,Model_2,383,103,Decent,0.97980111625
1210,bike_11673,0.8809523809523809,Model_1,1974,433,Bad,0.5737683092592593
1211,bike_17771,0.6666666666666666,Model_2,86,9,Decent,0.74832571125
1212,bike_3127,0.07142857142857142,Model_4,441,60,Bad,1.0636342293376717
1213,bike_26823,0.07142857142857142,Model_4,1255,189,Bad,0.8525766513908345
1214,bike_8347,0.07142857142857142,Model_3,378,14,Good,1.052276617282339
1215,bike_12951,0.07142857142857142,Model_4,1210,109,Bad,1.1020128107472886
1216,bike_18382,0.07142857142857142,Model_4,321,19,Good,0.8550400611538572
1217,bike_9715,0.07142857142857142,Model_4,743,125,Decent,0.702503736299486
1218,bike_13691,0.07142857142857142,Model_3,1511,100,Decent,0.9530899501533968
1219,bike_12371,0.07142857142857142,Model_4,1815,161,Decent,0.8894872793934725
1220,bike_10962,0.6666666666666666,Model_2,648,136,Bad,0.540592445
1221,bike_9072,0.07142857142857142,Model_4,2057,146,Decent,1.0004941288463904
1222,bike_2713,0.07142857142857142,Model_3,1898,129,Decent,1.0183765866579737
1223,bike_11566,0.07142857142857142,Model_3,1717,183,Decent,0.7234391289158913
1224,bike_6350,0.07142857142857142,Model_4,537,65,Decent,1.073638829150226
1225,bike_25648,0.07142857142857142,Model_4,1132,117,Decent,0.7834880660073004
1226,bike_11080,0.07142857142857142,Model_4,243,18,Good,0.8116779429803634
1227,bike_1921,0.07142857142857142,Model_3,498,88,Decent,0.9541948137787952
1228,bike_2463,0.07142857142857142,Model_4,117,30,Good,0.9486661022820844
1229,bike_20371,0.07142857142857142,Model_4,420,34,Decent,0.8173199642671899
1230,bike_17892,0.07142857142857142,Model_4,1022,55,Decent,1.0934256878670323
1231,bike_19082,0.07142857142857142,Model_3,607,147,Decent,0.8566788057727386
1232,bike_12293,0.07142857142857142,Model_4,1076,80,Decent,0.891376822132055
1233,bike_2757,0.07142857142857142,Model_4,636,69,Decent,0.9436144794866088
1234,bike_12016,0.6666666666666666,Model_2,442,52,Decent,0.855394464
1235,bike_10729,0.07142857142857142,Model_4,1083,117,Decent,0.9785566935221494
1236,bike_17740,0.07142857142857142,Model_4,712,73,Decent,0.8376110001139524
1237,bike_4529,0.6666666666666666,Model_2,109,14,Decent,0.620236464
1238,bike_23040,0.07142857142857142,Model_4,1022,84,Decent,0.8121370173347873
1239,bike_27519,0.07142857142857142,Model_4,740,58,Good,0.9261592053323772
1240,bike_5875,0.6666666666666666,Model_2,242,70,Decent,0.7488227175510204
1241,bike_2548,0.07142857142857142,Model_3,619,39,Decent,0.7823851031907672
1242,bike_20827,0.07142857142857142,Model_3,664,77,Decent,1.1064607659428225
1243,bike_12690,0.07142857142857142,Model_3,2315,143,Decent,0.9565376653305846
1244,bike_5013,0.07142857142857142,Model_3,559,97,Decent,1.0069908989895675
1245,bike_14075,0.07142857142857142,Model_4,1150,123,Decent,1.0118446361226103
1246,bike_17482,0.07142857142857142,Model_3,1655,397,Bad,0.9622735900287256
1247,bike_192,0.07142857142857142,Model_4,836,198,Bad,0.8246172314752951
1248,bike_6603,0.07142857142857142,Model_3,823,78,Decent,0.9316061728286676
1249,bike_21370,0.07142857142857142,Model_4,596,130,Decent,0.7668130372800303
1250,bike_13998,0.07142857142857142,Model_4,478,78,Bad,0.8982322754917326
1251,bike_13990,0.07142857142857142,Model_4,195,23,Good,0.8180186557205604
1252,bike_2457,0.07142857142857142,Model_4,879,89,Decent,0.8939567310449827
1253,bike_10374,0.07142857142857142,Model_3,612,127,Bad,0.9576442257711988
1254,bike_20360,0.07142857142857142,Model_4,468,57,Decent,0.8162894751065671
1255,bike_22148,0.07142857142857142,Model_4,957,136,Decent,1.0645358950980586
1256,bike_20920,0.07142857142857142,Model_4,1167,156,Decent,0.9419825708628108
1257,bike_21379,0.07142857142857142,Model_4,1348,61,Good,0.6398539797563978
1258,bike_17348,0.07142857142857142,Model_4,1770,210,Decent,0.9888967366013603
1259,bike_13290,0.6666666666666666,Model_2,735,87,Decent,1.0066868375
1260,bike_28444,0.07142857142857142,Model_4,1108,221,Bad,0.790968802562797
1261,bike_14007,0.07142857142857142,Model_3,1285,68,Decent,1.079870811181259
1262,bike_16697,0.07142857142857142,Model_3,1062,50,Good,0.8243593454670057
1263,bike_17296,0.07142857142857142,Model_4,1226,62,Decent,0.9527564694155404
1264,bike_17589,0.6666666666666666,Model_2,124,20,Decent,0.7311657066666667
1265,bike_8438,0.07142857142857142,Model_4,608,144,Good,1.0454515049571012
1266,bike_27857,0.07142857142857142,Model_4,697,70,Decent,1.0040167136564568
1267,bike_12953,0.07142857142857142,Model_4,1499,177,Decent,0.9304628429613012
1268,bike_10853,0.07142857142857142,Model_3,919,53,Decent,0.9068736040786516
1269,bike_24814,0.6428571428571428,Model_2,108,16,Decent,0.6615498945454545
1270,bike_4959,0.07142857142857142,Model_4,1325,101,Decent,0.7559160409866331
1271,bike_28168,0.07142857142857142,Model_3,993,272,Bad,0.8684127821681473
1272,bike_15465,0.07142857142857142,Model_4,605,55,Decent,0.8523278740584631
1273,bike_17388,0.07142857142857142,Model_4,1221,281,Bad,0.9396069622512624
1274,bike_236,0.07142857142857142,Model_4,2063,307,Decent,0.8754767197456279
1275,bike_22193,0.6666666666666666,Model_2,362,36,Decent,1.8957359105
1276,bike_5782,0.07142857142857142,Model_3,1265,117,Decent,0.8993024797602637
1277,bike_10081,0.07142857142857142,Model_3,1795,164,Bad,0.8904041025964614
1278,bike_21416,0.07142857142857142,Model_4,967,104,Bad,0.8658496859476491
1279,bike_19788,0.07142857142857142,Model_3,836,69,Decent,0.9588627938062256
1280,bike_13842,0.07142857142857142,Model_4,1810,173,Decent,1.059811437228392
1281,bike_12851,0.07142857142857142,Model_3,920,72,Decent,0.9218611070525372
1282,bike_1858,0.07142857142857142,Model_4,785,69,Decent,0.937155979816526
1283,bike_2106,0.07142857142857142,Model_4,2222,163,Decent,0.9821539809287978
1284,bike_10261,0.07142857142857142,Model_3,440,62,Decent,0.9233694146045242
1285,bike_25146,0.07142857142857142,Model_4,1020,117,Decent,1.006164992951417
1286,bike_13892,0.07142857142857142,Model_4,634,118,Decent,0.7979025338950936
1287,bike_13495,0.07142857142857142,Model_3,2251,321,Bad,0.8919669080284113
1288,bike_7027,0.07142857142857142,Model_3,191,51,Decent,0.6991683237075619
1289,bike_5954,0.07142857142857142,Model_4,2526,346,Bad,0.805606330428081
1290,bike_25696,0.07142857142857142,Model_3,860,60,Decent,0.8381995598926509
1291,bike_1453,0.07142857142857142,Model_3,1053,268,Bad,0.9159133539688956
1292,bike_8165,0.07142857142857142,Model_4,397,27,Decent,0.9647584304425112
1293,bike_2985,0.07142857142857142,Model_3,644,131,Bad,0.6541492714055069
1294,bike_23025,0.07142857142857142,Model_4,1603,257,Bad,1.0014865605592127
1295,bike_27725,0.07142857142857142,Model_4,3470,242,Good,0.9810433695359652
1296,bike_2285,0.07142857142857142,Model_4,880,170,Decent,0.7935948498402555
1297,bike_4601,0.07142857142857142,Model_4,354,38,Decent,0.8101078722986695
1298,bike_15817,0.07142857142857142,Model_3,394,93,Decent,1.0669613025339604
1299,bike_8455,0.07142857142857142,Model_4,1968,124,Decent,0.9939571117149316
1300,bike_25923,0.07142857142857142,Model_4,557,80,Decent,0.7373205461517915
1301,bike_10410,0.07142857142857142,Model_4,1378,155,Bad,0.8383229734548311
1302,bike_5720,0.07142857142857142,Model_4,994,120,Bad,0.7609601612501823
1303,bike_26803,0.07142857142857142,Model_4,914,151,Decent,0.8804063329768531
1304,bike_14628,0.07142857142857142,Model_3,1416,154,Decent,0.8276174526358165
1305,bike_12195,0.07142857142857142,Model_4,2795,157,Decent,0.9455936713913012
1306,bike_5391,0.07142857142857142,Model_4,495,83,Bad,1.1708772608267028
1307,bike_21195,0.07142857142857142,Model_4,575,35,Good,0.8934453282511634
1308,bike_9332,0.07142857142857142,Model_4,670,67,Decent,0.8035240701190918
1309,bike_20249,0.07142857142857142,Model_4,1251,225,Good,0.8649709109281775
1310,bike_11861,0.07142857142857142,Model_4,1471,212,Decent,0.6669950308833485
1311,bike_8373,0.6666666666666666,Model_2,1105,323,Bad,0.8059494576567757
1312,bike_12387,0.07142857142857142,Model_4,463,68,Decent,0.918213952248183
1313,bike_7,0.07142857142857142,Model_4,882,93,Bad,0.8838906945810687
1314,bike_19789,0.07142857142857142,Model_4,1396,118,Decent,0.7950462213384965
1315,bike_26433,0.07142857142857142,Model_3,1844,213,Decent,0.8686515813866686
1316,bike_11477,0.07142857142857142,Model_4,1461,38,Good,0.6647732617431596
1317,bike_9842,0.07142857142857142,Model_4,1017,105,Good,0.7834365322964831
1318,bike_3776,0.07142857142857142,Model_3,818,142,Decent,0.961287961565608
1319,bike_17307,0.07142857142857142,Model_3,393,57,Decent,0.8874346453286417
